record_id,sector,employees,month,revenue_usd,opex_usd,accounts_receivable_days,inventory_days,loan_balance_usd,owner_injections_usd,cashflow_stress_next_month
R01007,Logistics,38,2024-04,41329.8,34818.9,24,0,42276.34,10853.28,0
R01008,Retail,105,2024-09,82627.8,68124.27,32,34,61519.9,1576.98,1
R01009,Healthcare,52,2024-04,43465.01,46503.67,21,14,48757.69,2765.84,0
R01010,Healthcare,55,2024-06,48866.46,44716.07,20,53,48738.32,4915.63,0
R01011,Hospitality,24,2024-01,26373.92,28230.75,29,39,9309.69,7478.53,1
R01012,IT Services,93,2025-06,67413.79,62632.45,59,31,22084.21,5247.05,0
R01013,Healthcare,27,2025-03,36896.53,22724.95,26,27,37685.44,0,1
R01014,Manufacturing,41,2024-04,25458.86,14963.47,37,4,68949.85,0,0
R01015,Hospitality,88,2024-08,90464.13,69504.55,33,32,26515.85,7408.01,1
R01016,IT Services,77,2024-03,63603.29,66655.79,37,26,86153.12,0,0
R01017,IT Services,8,2025-04,14426.21,9105.46,30,10,71690.84,0,0
R01018,Logistics,89,2024-07,51391.03,30677.69,30,3,30690.78,0,0
R01019,Retail,89,2025-08,76361.04,57332.4,40,10,33401.94,9763.99,0
R01020,Manufacturing,34,2024-06,22941.36,13418.53,70,65,61267.04,6019.45,0
R01021,Retail,64,2024-06,56517.03,48318.11,45,40,19443.14,0,1
R01022,Retail,68,2024-04,69788.88,54071.53,37,31,35473.6,11708.02,0
R01023,Manufacturing,89,2024-09,59894.27,52137.46,27,5,11913.13,4897.69,0
R01024,Manufacturing,104,2025-07,91948.3,92728.02,64,33,0,7033.65,1
R01025,Retail,83,2025-06,72341.19,43863.38,46,0,10689.76,1900.05,0
R01026,Hospitality,27,2024-06,21335.93,20361.92,25,21,61781.29,0,1
R01027,Retail,106,2025-05,91460.2,75118.37,42,24,57969.83,6836.54,0
R01028,Retail,84,2024-07,74072.37,44378.95,14,44,7503.37,4607.99,0
R01029,Healthcare,46,2024-12,44271.77,32471.66,58,34,24589.34,2070.22,0
R01030,Retail,62,2025-04,73992.24,45104.87,41,44,38260.1,0,0
R01031,Logistics,96,2025-08,87230.88,87321.19,69,27,20981.89,6505.82,0
R01032,Hospitality,71,2024-03,61330.9,58764.72,41,21,69096.2,0,0
R01033,Hospitality,86,2025-04,82767.87,55498.77,37,21,38872.04,0,0
R01034,Logistics,9,2024-07,15354.89,10065.67,38,20,40562.96,0,1
R01035,Logistics,4,2024-08,4000,2500,29,36,0,9051.87,0
R01036,Retail,71,2024-03,68579.17,67470.21,63,7,43628.39,0,1
R01037,Logistics,93,2025-04,86622.05,60192.88,24,15,36990.14,3617.3,0
R01038,Manufacturing,107,2024-05,98204.7,65776.7,22,34,49128.58,13420.92,0
R01039,Healthcare,112,2025-03,93117.05,72590.23,56,51,11104.69,10392.38,0
R01040,Logistics,81,2024-12,69389.52,55057.19,48,44,28878.72,3319.85,0
R01041,Retail,22,2024-08,12419.17,11974.34,60,23,29038.35,6423.5,0
R01042,Healthcare,18,2024-04,17471.68,17660.57,16,34,34940.22,9724.89,0
R01043,Healthcare,104,2025-05,80030.58,84250.3,32,22,20693.29,2903.31,0
R01044,IT Services,49,2024-04,50332.78,49146.52,40,26,21376.45,2595.67,0
R01045,Healthcare,3,2025-08,20605.97,14768.76,24,24,43740.69,0,0
R01046,Manufacturing,58,2024-09,43913.13,31780.33,50,3,10599.57,1217.98,1
R01047,Logistics,66,2024-08,73422.06,54721.33,10,56,21526.59,0,0
R01048,Healthcare,50,2024-04,41171.5,27788.21,35,49,48520.55,0,1
R01049,Hospitality,104,2024-03,82024.69,72491.78,42,0,17158.28,2450.93,0
R01050,Retail,56,2025-01,82059.62,70562.95,74,53,62603.67,0,0
R01051,Manufacturing,39,2025-07,26630.95,15697.51,22,41,40570.76,2606.88,0
R01052,Logistics,114,2024-01,97899.39,65632.08,38,10,43464.89,2540.05,0
R01053,IT Services,17,2025-03,13647.29,11447.32,40,93,18078.38,5034.62,1
R01054,IT Services,18,2024-07,28278.06,24877.47,62,38,77411.26,1521.32,0
R01055,Hospitality,91,2024-11,62722.21,51410.14,25,35,62731.69,205.1,0
R01056,Hospitality,88,2024-07,71618.61,63112.73,62,7,0,11086.09,0
R01057,Logistics,31,2024-08,44194.17,34658.66,49,0,4872.64,4114.57,0
R01058,IT Services,47,2025-04,49613.52,37606.27,22,38,19271.03,2693.28,0
R01059,Hospitality,104,2025-03,87633.31,60904.56,43,8,24197.79,6916.71,0
R01060,Healthcare,111,2024-07,98675.13,62715.1,23,45,27092.77,6348.28,0
R01061,Manufacturing,104,2024-12,62130.6,52219.3,10,40,36875.48,2508.98,0
R01062,Manufacturing,91,2024-05,85780.87,61177.75,39,27,0,9984.43,0
R01063,Healthcare,46,2025-06,44744.68,34831.2,57,32,83028.43,4055.56,1
R01064,Retail,65,2024-01,56047.44,37407.64,26,9,29398.23,0,0
R01065,IT Services,106,2024-02,81722.59,73826.46,52,0,49560.21,175.65,0
R01066,Healthcare,12,2025-02,7366.32,6280.06,19,38,48406.9,762.92,0
R01067,Logistics,89,2024-10,74342.14,58474.11,44,16,61003.79,3850.43,0
R01068,Logistics,8,2024-10,5649.98,4114.03,20,28,24290.11,5616.49,1
R01069,Hospitality,78,2024-08,59236.95,45844.04,42,49,97506.18,1234.37,0
R01070,Hospitality,57,2024-03,59236.57,46430.47,52,6,82078.12,385.26,1
R01071,Retail,66,2024-11,48518.34,52393.38,21,55,63955.19,5547.75,1
R01072,IT Services,12,2025-07,26896.17,15872.45,17,35,14523.58,8172.55,1
R01073,Healthcare,56,2025-03,43020.06,33060.62,17,29,86743.17,6373.19,0
R01074,Manufacturing,54,2024-11,50017.14,52747.66,13,23,48763.42,10533.91,0
R01075,Retail,67,2024-08,62704.03,49000.31,50,37,81230.04,0,0
R01076,Healthcare,96,2024-06,80985.62,47250.91,23,32,0,8222.77,0
R01077,Manufacturing,49,2024-01,44957.54,27125.52,62,34,43566.85,0,1
R01078,Retail,99,2025-06,80164.24,46651.43,56,40,53471.79,6889.02,0
R01079,Healthcare,66,2024-09,56739.19,41514.79,25,8,71660.38,138.68,0
R01080,Manufacturing,101,2024-08,75732.96,70063.31,27,12,37569.36,0,0
R01081,Manufacturing,50,2025-03,62802.72,47463.9,31,25,74293.97,7779.37,0
R01082,Logistics,100,2024-01,92682.2,96581.62,34,31,0,3643.11,0
R01083,Retail,76,2025-06,84127.19,75985.21,27,10,57347.46,1567.09,1
R01084,Logistics,103,2025-01,88169.53,89418.32,13,0,54407.45,4354.62,0
R01085,Healthcare,45,2025-07,31289.33,24196.55,47,9,61224.38,0,0
R01086,Manufacturing,108,2024-01,84506.7,68738.63,24,32,69929.63,0,1
R01087,IT Services,8,2025-02,29010.39,21581.65,36,29,39994.59,1280.44,0
R01088,Hospitality,24,2024-02,38196.93,33490.61,42,17,67375.31,7308.8,0
R01089,Logistics,78,2024-12,64339.22,43346.29,50,18,33542.84,17897.97,0
R01090,Hospitality,62,2024-07,47829.47,38635.73,28,27,64251.71,7559.68,0
R01091,Logistics,8,2025-04,11983.79,8840.34,21,38,44699.08,2517.63,0
R01092,Hospitality,68,2024-11,48429.85,50122.38,29,21,59385.62,0,0
R01093,Manufacturing,71,2024-08,58411.43,43177.19,49,11,9955.71,891.01,1
R01094,Logistics,56,2025-05,56594.02,59128.7,34,49,48765.88,5651.97,1
R01095,Manufacturing,40,2024-02,29447.95,17559.51,33,43,6995.62,6412.38,0
R01096,Healthcare,75,2024-02,60958.08,61771.26,31,35,39198.74,0,0
R01097,Manufacturing,15,2024-12,15354.37,9033.98,52,0,21294.54,4216.05,0
R01098,Hospitality,3,2025-04,18081.91,16160.18,57,12,57376.63,12047.4,0
R01099,Logistics,8,2024-08,25521.92,20852.84,10,22,0,0,0
R01100,IT Services,119,2024-12,91957.53,67719.47,20,54,36656.75,6848.75,1
R01101,Hospitality,49,2025-02,43973.32,26667.35,57,37,27104.93,6577.29,0
R01102,Manufacturing,76,2024-10,60997.76,42839.86,26,23,41301.06,4728.95,1
R01103,Manufacturing,99,2025-07,79892.28,71374.8,37,51,23121.7,0,1
R01104,IT Services,30,2025-01,36293.06,21423.71,10,44,48532.54,1429.95,0
R01105,Manufacturing,113,2024-07,106733.12,88213.61,47,62,24331.6,0,0
R01106,Retail,56,2024-05,46822.85,50560.98,42,16,7802.97,0,0
R01107,Healthcare,90,2025-06,77989.0,50082.97,41,1,0,4076.88,0
R01108,Logistics,6,2024-04,22705.69,23252.79,63,18,41228.22,0,0
R01109,Logistics,112,2025-05,83763.02,81037.83,31,25,36034.6,10985.31,0
R01110,Hospitality,41,2025-06,30624.33,32016.84,55,0,29362.53,3468.96,0
R01111,Hospitality,11,2025-08,10864.71,10584.89,23,23,30508.12,4999.28,0
R01112,Manufacturing,32,2024-08,26094.84,18780.52,57,23,7857.45,2319.18,0
R01113,Hospitality,78,2024-12,63958.97,52674.88,49,56,30096.3,11295.84,0
R01114,Hospitality,69,2024-01,61075.86,44014.95,11,46,49862.83,3627.96,0
R01115,Logistics,17,2024-12,31270.5,24072.43,27,0,23339.72,0,0
R01116,IT Services,44,2025-01,51337.19,47477.63,35,32,59855.4,6173.94,0
R01117,Manufacturing,114,2024-03,97944.98,95561.83,44,37,50676.26,0,0
R01118,Logistics,14,2024-04,23890.87,14046.29,60,34,55887.25,11146.08,0
R01119,Manufacturing,28,2024-05,40797.11,33383.56,28,62,0,0,0
R01120,Hospitality,65,2025-03,44871.56,33626.2,42,47,36451.61,0,1
R01121,Logistics,25,2025-08,35983.33,27795.36,38,44,17665.01,5818.78,0
R01122,Hospitality,12,2024-01,15371.13,13662.23,68,33,36004.46,0,1
R01123,Healthcare,119,2025-07,101301.61,81509.47,11,24,39037.43,16367.39,0
R01124,Manufacturing,50,2025-05,38905.74,41560.03,21,31,31755.64,4941.29,0
R01125,Healthcare,39,2025-08,41971.04,39761.57,55,48,34271.83,4924.04,1
R01126,Healthcare,35,2024-03,4000,2500,38,13,54529.51,0,0
R01127,Healthcare,28,2025-07,25025.87,15392.08,42,0,66998.83,3396.96,0
R01128,IT Services,79,2025-08,53902.11,48602.49,28,14,37683.51,8515.52,0
R01129,Retail,42,2025-08,46652.36,48409.18,46,14,61621.12,3516.85,1
R01130,Logistics,69,2025-06,75032.25,61398.72,45,67,45135.11,6058.41,1
R01131,IT Services,49,2024-07,44713.63,32465.86,20,2,46859.04,1292.09,0
R01132,Hospitality,106,2024-04,106933.55,97249.81,25,41,0,0,0
R01133,Logistics,13,2024-12,39613.52,30350.6,42,42,2376.0,9246.34,1
R01134,Retail,72,2025-05,60315.16,51043.0,47,44,65400.01,2082.25,0
R01135,Hospitality,87,2024-11,68002.46,44478.5,35,35,30839.23,3135.14,0
R01136,Logistics,95,2024-04,91194.09,64953.83,33,14,19381.6,3959.9,0
R01137,Retail,10,2025-05,22463.01,24190.57,12,8,0,2736.11,0
R01138,Manufacturing,15,2024-09,22197.75,16121.51,32,71,11099.43,4808.97,0
R01139,IT Services,109,2024-11,90712.13,58166.97,10,56,19745.73,3735.19,1
R01140,Manufacturing,92,2025-07,89804.11,96278.27,48,11,14945.0,7061.74,0
R01141,Logistics,12,2025-01,4000,4256.64,56,31,13709.2,2073.41,0
R01142,IT Services,35,2024-06,30732.63,20193.97,40,8,56223.16,0,1
R01143,Logistics,115,2025-01,110473.47,71007.54,33,59,25100.98,4225.81,0
R01144,Retail,93,2024-11,70067.49,68870.97,50,35,23655.84,11157.56,0
R01145,Hospitality,37,2024-01,37069.83,27527.16,36,32,73660.5,5238.26,0
R01146,Healthcare,102,2025-08,71969.76,77114.85,17,33,22065.37,0,0
R01147,Retail,62,2025-05,41056.8,32557.11,23,25,0,3316.8,0
R01148,IT Services,61,2025-04,57948.04,48656.7,54,37,32818.21,8950.43,0
R01149,Logistics,11,2024-11,9231.59,7533.54,45,18,8828.84,0,0
R01150,Hospitality,18,2025-05,25951.8,24543.57,35,26,109485.48,0,0
R01151,Manufacturing,49,2024-01,37316.93,22769.96,41,39,19122.97,12180.87,1
R01152,IT Services,54,2025-04,38393.14,32138.8,26,19,58988.19,6519.99,1
R01153,IT Services,111,2025-03,85387.92,71355.4,36,57,49186.56,5549.68,0
R01154,Retail,50,2024-07,50095.3,40527.71,70,54,17083.8,1384.38,1
R01155,IT Services,100,2024-04,80385.29,74210.14,10,4,22790.33,3804.44,0
R01156,Logistics,31,2024-10,22558.56,22255.92,24,9,31949.3,3754.88,1
R01157,Logistics,47,2025-08,47878.84,45301.46,42,60,0,5498.28,0
R01158,Retail,89,2024-09,84427.71,89320.3,58,34,66754.52,0,0
R01159,Logistics,3,2024-12,4000,4073.4,24,26,9928.32,12464.3,0
R01160,Hospitality,28,2025-03,16019.06,12832.74,54,58,30119.18,0,0
R01161,Manufacturing,19,2025-07,17735.62,18898.46,42,9,46014.89,12114.44,0
R01162,Healthcare,66,2024-02,54041.93,37123.87,56,30,21346.98,0,0
R01163,Retail,67,2024-09,59473.18,34612.9,19,0,60993.78,0,0
R01164,Logistics,77,2024-03,61525.46,56883.43,17,29,60215.79,8405.52,0
R01165,IT Services,57,2024-05,65981.87,45270.84,21,20,7599.88,4126.59,0
R01166,IT Services,3,2025-07,9347.28,6200.05,34,0,21323.9,2046.06,0
R01167,Healthcare,120,2024-10,104895.02,101070.1,25,46,25692.83,4651.9,0
R01168,Hospitality,90,2024-05,76326.64,50867.47,37,41,92454.31,6087.92,0
R01169,Manufacturing,15,2024-09,25451.14,19902.31,40,19,19582.51,8851.98,0
R01170,Logistics,21,2024-02,26383.49,21857.54,44,7,72252.33,8621.93,0
R01171,Manufacturing,33,2024-10,33708.57,34967.04,28,54,62291.44,4305.02,0
R01172,Logistics,47,2025-06,30613.53,18137.14,52,10,65387.69,72.36,0
R01173,Manufacturing,106,2025-02,84781.79,91533.14,20,65,69792.94,1926.98,0
R01174,Manufacturing,86,2024-06,83695.61,66928.96,30,24,50640.76,10401.32,0
R01175,Manufacturing,107,2024-05,84371.73,60691.11,50,0,48232.29,10365.95,0
R01176,IT Services,52,2025-02,46656.0,35501.01,47,7,51794.03,0,0
R01177,Manufacturing,104,2024-04,90420.8,68039.68,43,44,47793.36,5013.23,0
R01178,Logistics,109,2025-01,90724.61,77776.43,52,38,20509.0,3765.33,1
R01179,Retail,81,2025-01,60254.56,47260.77,18,35,56184.67,2621.96,1
R01180,Hospitality,27,2025-07,33879.99,20826.58,28,58,46056.9,1825.77,0
R01181,Logistics,48,2025-01,43471.56,25305.36,10,17,56316.68,0,0
R01182,Hospitality,98,2025-04,79760.78,51182.73,47,22,19730.56,19664.95,0
R01183,Hospitality,89,2025-03,77569.93,66539.82,57,8,36477.49,6391.08,1
R01184,IT Services,39,2024-07,39340.28,41132.2,36,7,26536.23,2169.11,0
R01185,Retail,39,2024-08,31628.27,19515.14,10,32,43291.64,2107.54,0
R01186,Logistics,58,2024-08,61384.61,55969.17,48,6,36561.22,2433.3,1
R01187,Manufacturing,111,2025-07,86142.32,54895.44,35,27,0,6250.38,0
R01188,Manufacturing,20,2024-02,31164.1,20072.82,56,47,47129.92,0,0
R01189,Manufacturing,104,2024-12,103263.15,106655.1,44,23,13191.89,4167.53,0
R01190,Retail,57,2024-05,54589.54,40061.79,48,21,0,3978.14,1
R01191,Manufacturing,96,2025-08,87795.34,61500.88,31,47,23715.1,0,0
R01192,IT Services,62,2025-03,45119.96,33286.01,26,37,28325.91,9489.71,0
R01193,Healthcare,105,2024-09,86337.74,54080.91,59,21,62124.31,0,0
R01194,Healthcare,119,2024-12,104675.74,61345.2,52,55,48302.83,7008.23,0
R01195,Retail,28,2024-10,23548.45,16998.38,10,55,34535.37,5576.8,1
R01196,Logistics,76,2025-06,70714.43,59177.09,30,50,46213.93,0,0
R01197,IT Services,27,2024-12,25097.66,18231.28,41,14,24647.44,191.08,0
R01198,Manufacturing,29,2024-03,20098.07,17881.7,35,25,3480.73,15395.53,0
R01199,Manufacturing,5,2024-12,4000,2500,33,41,22526.45,0,0
R01200,Hospitality,17,2024-05,4000,2738.97,27,34,61148.01,7951.42,0
R01201,Healthcare,91,2024-04,81768.45,70359.23,17,26,34115.34,5875.42,0
R01202,Hospitality,49,2024-09,59602.1,44609.23,20,17,57182.35,0,0
R01203,Retail,11,2024-04,8696.28,6928.22,28,7,79732.97,4702.86,1
R01204,Hospitality,85,2025-06,87798.12,71572.81,47,28,52460.36,3933.98,0
R01205,Healthcare,28,2025-02,14323.41,10223.44,58,41,1576.11,7289.6,0
R01206,Manufacturing,46,2025-02,50670.49,31244.9,62,0,41297.22,4117.98,0
R01207,Manufacturing,73,2024-12,57119.69,36428.24,39,7,36096.43,5028.87,0
R01208,Hospitality,8,2024-04,21723.13,21992.81,24,47,0,0,0
R01209,Healthcare,22,2025-01,36523.44,35948.67,58,53,52337.34,5454.96,1
R01210,Hospitality,51,2024-03,40243.54,37368.92,54,45,87519.48,472.67,0
R01211,Retail,45,2024-05,42791.99,43221.07,51,45,37144.64,12661.82,0
R01212,Hospitality,4,2025-08,21135.12,15885.26,51,26,17680.43,1763.85,0
R01213,Healthcare,28,2024-08,26133.08,21423.02,41,0,29661.97,4716.07,0
R01214,IT Services,57,2024-12,46045.95,47623.09,33,63,18336.02,7292.39,0
R01215,IT Services,52,2024-03,43647.79,46236.14,45,25,74185.92,0,0
R01216,Retail,21,2025-04,23297.02,15827.1,53,27,2365.85,2180.83,0
R01217,IT Services,106,2024-08,91347.7,80220.97,62,18,36473.13,2994.58,0
R01218,Healthcare,52,2024-06,60637.61,48088.02,32,30,70648.77,0,0
R01219,Manufacturing,91,2024-07,69518.71,59258.48,37,13,40258.43,9617.69,0
R01220,Hospitality,111,2025-03,93185.29,87158.43,16,7,47099.68,8816.12,0
R01221,Healthcare,24,2025-08,11155.49,7301.79,37,38,0,6044.22,0
R01222,IT Services,100,2024-01,88746.45,87320.98,44,28,9771.64,1288.16,0
R01223,Manufacturing,52,2024-10,46304.29,32407.1,45,0,35179.34,7739.96,0
R01224,Hospitality,19,2025-07,36874.95,25661.07,36,32,15105.67,1883.14,0
R01225,Healthcare,105,2024-05,89614.09,93933.07,68,24,31149.88,173.15,1
R01226,Healthcare,32,2025-04,14642.45,13033.14,21,14,0,4294.34,0
R01227,Healthcare,38,2025-06,32258.0,24514.42,48,22,0,5926.51,1
R01228,Manufacturing,55,2025-05,49797.96,41441.61,45,12,48235.34,8540.08,0
R01229,IT Services,17,2025-04,23130.25,20825.82,29,14,96360.97,1159.05,0
R01230,Manufacturing,18,2024-04,38160.25,32931.6,35,3,46665.12,2314.97,0
R01231,Manufacturing,109,2024-02,88248.45,64872.11,23,17,39778.1,7624.4,0
R01232,Retail,96,2025-07,86410.76,83533.9,44,9,24980.94,0,0
R01233,Healthcare,103,2024-06,77969.77,50803.84,51,5,32727.51,774.89,0
R01234,Retail,59,2024-06,42360.49,45175.0,26,11,57337.86,3775.4,0
R01235,Healthcare,72,2024-10,70261.74,53840.61,22,41,63943.33,652.49,0
R01236,Logistics,106,2024-07,78384.9,62847.72,27,41,32401.41,0,0
R01237,Manufacturing,103,2024-01,85578.69,69263.75,35,25,19805.32,792.41,0
R01238,Manufacturing,51,2025-05,47588.54,46306.49,49,54,70788.94,10836.99,1
R01239,Healthcare,18,2025-02,26120.9,27260.28,10,14,16069.87,9591.61,1
R01240,Hospitality,84,2024-08,69859.97,46876.98,38,38,57322.07,3833.81,0
R01241,Manufacturing,108,2024-06,90169.04,87918.94,17,3,20197.97,0,0
R01242,Logistics,111,2024-10,90375.19,60076.92,48,44,38478.23,222.78,0
R01243,Healthcare,48,2025-03,36661.07,27025.55,33,25,48726.58,6651.4,0
R01244,Healthcare,25,2025-07,28529.46,28531.27,53,10,46153.27,7901.22,0
R01245,Hospitality,54,2024-07,42058.28,32091.78,42,36,21814.09,9259.39,0
R01246,Manufacturing,9,2025-04,17024.22,9904.06,45,31,73621.7,1856.64,0
R01247,Healthcare,104,2025-02,81654.67,83446.17,42,22,25247.59,4417.43,0
R01248,IT Services,84,2024-02,67281.21,67529.31,10,33,33881.29,0,0
R01249,Logistics,33,2025-03,28873.11,22422.47,30,48,27064.67,2260.44,0
R01250,Retail,108,2025-06,86394.48,55144.05,10,39,31964.45,14538.45,0
R01251,IT Services,83,2024-09,62587.78,46495.42,34,36,61567.63,0,0
R01252,Logistics,116,2024-06,97827.17,77151.95,71,30,69379.98,7083.81,0
R01253,IT Services,105,2024-09,84636.5,59059.51,38,34,40399.3,0,0
R01254,Manufacturing,46,2024-02,35428.45,20815.89,42,27,9932.4,3691.82,0
R01255,Retail,105,2024-11,96691.32,104163.53,35,10,7043.3,3493.75,0
R01256,IT Services,111,2025-06,98600.24,98915.66,31,19,59630.14,0,0
R01257,Hospitality,106,2025-08,85038.42,54150.23,29,19,31168.4,11480.55,0
R01258,Retail,47,2024-12,34555.76,23335.01,54,36,10217.44,0,0
R01259,IT Services,105,2024-01,99782.18,106766.3,62,32,55530.66,4071.86,0
R01260,IT Services,90,2025-01,58649.51,57406.52,32,28,34131.17,0,0
R01261,Retail,106,2025-02,74602.08,64182.91,43,56,50348.11,0,0
R01262,Healthcare,40,2024-04,47063.01,27954.89,55,40,51978.13,9549.67,1
R01263,Hospitality,87,2024-11,71260.53,57519.25,51,39,37049.68,0,0
R01264,Manufacturing,31,2024-06,30072.87,18964.8,42,37,32076.31,5092.78,0
R01265,IT Services,22,2025-06,20955.06,12853.01,63,34,30942.2,9056.09,1
R01266,IT Services,75,2024-08,52656.83,34049.08,45,12,27832.26,0,0
R01267,IT Services,71,2025-08,67749.47,61313.85,78,4,6775.91,0,0
R01268,Hospitality,37,2024-03,33114.2,24588.01,20,42,33834.03,4448.97,0
R01269,Manufacturing,82,2025-08,61269.22,53602.85,53,23,44829.99,6288.94,0
R01270,Logistics,35,2024-09,32810.94,29149.09,62,28,14743.13,1686.36,0
R01271,Manufacturing,35,2025-01,22436.51,21260.32,24,42,69869.35,10736.59,0
R01272,Retail,108,2024-03,94941.61,70724.72,30,3,28807.3,717.14,0
R01273,Logistics,67,2024-04,58254.17,51733.52,55,47,46780.83,5090.34,0
R01274,Logistics,91,2024-09,57597.11,52067.04,42,49,40470.22,3876.43,0
R01275,Hospitality,38,2024-03,34292.71,25306.74,27,50,6093.0,4333.2,0
R01276,Logistics,108,2024-09,84972.05,87962.21,61,38,5265.69,12872.51,1
R01277,Manufacturing,49,2024-03,42748.64,27612.55,15,9,67085.6,1466.03,0
R01278,Logistics,41,2025-06,35053.69,34449.55,54,60,35425.35,3005.5,0
R01279,Hospitality,98,2024-06,57413.65,46834.55,33,1,53810.69,5610.61,0
R01280,Retail,25,2024-09,30896.01,25752.95,20,67,50066.41,0,0
R01281,Healthcare,75,2024-03,65102.49,55940.74,52,23,0,501.82,0
R01282,Retail,78,2024-01,66743.46,61246.0,35,24,9350.13,4645.21,0
R01283,Hospitality,104,2024-11,94207.99,87158.9,65,34,59761.54,0,0
R01284,Healthcare,72,2024-01,47026.3,34650.99,33,12,53285.93,4561.71,0
R01285,Logistics,66,2025-06,55951.64,56817.93,68,15,37911.99,0,0
R01286,IT Services,13,2024-02,21020.18,13285.81,47,26,36641.83,0,1
R01287,Retail,44,2024-09,33275.63,34616.0,15,45,16350.56,0,0
R01288,Healthcare,21,2024-08,13585.59,10383.1,26,0,3325.99,6966.13,0
R01289,Healthcare,19,2025-04,32349.2,28266.24,10,0,69724.02,10036.46,0
R01290,Hospitality,30,2024-04,23371.72,24690.63,47,0,36458.95,4046.09,0
R01291,Healthcare,54,2024-06,57362.51,56680.92,17,32,21162.0,0,0
R01292,Logistics,64,2024-11,68738.51,47733.83,49,48,75667.49,5948.94,1
R01293,Logistics,97,2024-11,77840.48,77213.47,26,10,10259.87,7392.17,0
R01294,Healthcare,67,2024-08,55708.27,59375.4,13,4,44118.56,2827.64,1
R01295,Manufacturing,27,2025-02,26184.09,19079.59,10,48,53378.36,6796.59,0
R01296,Manufacturing,35,2024-10,34040.6,34551.45,38,13,19051.82,4776.22,0
R01297,Retail,118,2025-04,113633.55,71119.52,60,23,0,3065.56,0
R01298,Manufacturing,10,2024-05,4000,2500,42,47,100391.41,4226.61,0
R01299,Healthcare,17,2025-06,34017.8,26970.78,64,40,17850.59,0,0
R01300,Healthcare,101,2025-04,93287.02,69310.65,37,26,55777.66,7242.11,0
R01301,Logistics,9,2025-03,4047.69,2500,38,33,17091.07,7884.82,0
R01302,IT Services,114,2024-08,90389.82,73303.12,56,55,0,9560.13,0
R01303,Retail,38,2025-05,22659.95,19057.78,16,46,28696.48,9801.04,0
R01304,Retail,50,2025-02,51088.48,49776.19,33,40,53153.23,4534.46,0
R01305,IT Services,117,2024-03,78412.59,52086.7,39,42,51563.72,865.24,0
R01306,Healthcare,64,2025-04,33995.26,21800.97,34,31,10499.99,281.81,0
R01307,Hospitality,20,2024-05,46565.51,44977.09,10,27,69864.4,1615.25,1
R01308,Hospitality,88,2024-01,80405.08,59746.83,56,40,19621.38,4880.04,0
R01309,Retail,110,2024-11,103754.35,110016.71,44,55,2153.15,9389.65,0
R01310,Retail,34,2025-06,31758.95,33548.03,25,8,33663.93,2501.91,0
R01311,Healthcare,66,2024-03,55600.01,40091.15,29,24,59916.35,10196.76,1
R01312,Hospitality,76,2025-07,74435.49,56107.9,32,27,14072.25,6887.43,0
R01313,Retail,92,2025-06,69307.42,74763.81,35,58,32633.12,2745.31,1
R01314,IT Services,64,2024-03,57604.01,49513.06,67,0,43004.53,0,0
R01315,Logistics,25,2024-03,22825.73,21888.57,50,12,2818.42,11210.02,0
R01316,Healthcare,19,2025-08,5831.81,4290.88,27,53,43993.19,3751.98,0
R01317,Logistics,33,2025-07,34311.84,27701.03,28,55,38919.34,6195.09,1
R01318,Manufacturing,59,2025-02,53844.5,47439.06,53,24,8837.48,4224.44,0
R01319,IT Services,97,2024-05,79938.94,83005.16,10,25,31063.9,0,1
R01320,Healthcare,101,2024-03,79599.52,59600.4,65,26,43293.68,7157.8,0
R01321,Hospitality,27,2024-12,49482.61,51823.31,34,0,31068.06,2889.68,0
R01322,Retail,44,2024-09,48891.24,35454.77,55,6,40312.19,448.75,0
R01323,Hospitality,14,2024-07,30248.19,28681.52,22,50,74673.81,0,1
R01324,Retail,86,2024-08,70832.03,48645.98,34,34,75990.81,0,1
R01325,Retail,66,2024-07,61412.83,65873.61,47,37,11393.65,2431.46,1
R01326,Retail,97,2025-05,77971.41,79096.65,37,16,43506.49,2178.32,1
R01327,Retail,77,2025-08,77274.23,53166.26,42,25,6647.46,314.8,0
R01328,IT Services,86,2024-01,69335.3,68747.94,49,58,8211.98,0,0
R01329,Retail,23,2025-06,40318.21,41598.65,42,41,60377.16,0,0
R01330,IT Services,18,2024-06,10408.49,7421.08,42,43,78565.75,2843.04,0
R01331,Healthcare,72,2025-07,62250.75,51838.97,77,12,26478.33,0,0
R01332,Manufacturing,58,2024-09,44168.05,36664.9,19,34,21341.54,1817.09,0
R01333,Healthcare,23,2025-07,37079.5,38841.13,28,0,22116.93,2364.84,0
R01334,Manufacturing,26,2024-05,20445.38,18875.08,10,34,0,0,0
R01335,Logistics,104,2025-06,88450.78,90954.25,30,25,66620.22,6707.29,0
R01336,Logistics,102,2025-01,86254.2,86683.72,43,45,15302.22,0,1
R01337,Manufacturing,48,2024-11,44801.26,41153.07,23,26,23796.39,6191.94,0
R01338,IT Services,38,2024-07,38756.02,28764.01,20,39,46548.66,1061.09,0
R01339,IT Services,30,2025-02,29594.78,18026.27,63,24,26901.2,0,0
R01340,Logistics,106,2024-02,91614.28,57115.87,35,13,14404.31,5000.84,0
R01341,Retail,70,2024-06,54893.88,51387.05,12,22,36399.63,5156.17,0
R01342,Manufacturing,24,2025-05,27201.71,24735.93,45,13,51963.77,0,1
